		
		
		
		
		
Page Name	Entity URL	Description
LIVE with Kelly and Michael	https://www.facebook.com/76053353471	
Live it, Gorgeous	https://www.facebook.com/153273468062207	Live it, Gorgeous! connects gorgeous women to cool stuff, locally and internationally.  We are currently one of the fastest growing online retail experiences to hit the web, and we are proud to be at the forefront of driving and bringing quality shopping escapade within and beyond Asia.   Our Gorgeous Network covers all aspects of every busy woman’s demanding and dynamic life.  Whether she’s a smart shopper looking for great deals or a designer handbag to grace a special occasion, or she could be planning her dream wedding right through to a romantic honeymoon or simply just for that occasional spa retreat, we have it all.  Perhaps she’s also an aspiring entrepreneur looking to start an online business or she just wants some extra cash for that unworn piece of expensive garment, our e-commerce platforms will fulfill her needs seamlessly.   During her leisure time, she will browse our glamorous pages of Gorgeous Post to get the latest scoop on fashion, celebrities’ gossips, beauty tips, gorgeous lifestyle and even the arts.  And if she ever needs to find a service, our Gorgeous Directory is available at her fingertips any minute every day!   Adding icing to the cake; for every purchase made on our Network, our gorgeous members earns reward points towards redeeming products on our bidding platform – it simply can’t get any better than this!   Yes, it’s that perfect. Are you living it, Gorgeous?
Sport Live Kurd	https://www.facebook.com/483935831618388	
LIVE CRICKET SCORES	https://www.facebook.com/241710912594099	
SuperStar Live	https://www.facebook.com/411060418925709	Show the world how you move and groove with SuperStar Live, a massively multiplayer online karaoke and dance game where you can showcase your creative musical talent and shine.   From a sing-and-dance-off challenge to duets, concerts, and more, get to watch other players across various platforms belt out the latest chart toppers whilst showing off dance moves through fully customizable avatars and venue.   Licensed & Published By: IAHGames & Maxis
Liverpool	https://www.facebook.com/140142041216	
Live your Life	https://www.facebook.com/139159302862894	
Healthy Lives Happy Homes	https://www.facebook.com/435011676520014	
Saturday Night Live	https://www.facebook.com/10714086302	
Live Free or Die Hard	https://www.facebook.com/6869978571	
Sport Live HD	https://www.facebook.com/310680358991532	
Pool Live Tour (Español)	https://www.facebook.com/328214737194001	
CamWow - Free Photo Booth Effects Live on Camera	https://www.facebook.com/203227803027077	Free Photo Booth Effects for the iPhone 4 and iPhone 3GS!
SKY Live	https://www.facebook.com/496645217015084	SKY Live é a plataforma que transformou a SKY em uma das maiores incentivadoras da cultura e do entretenimento no Brasil. São mais de 300 shows, 12 turnês e 7 festivais, com atrações nacionais e internacionais, totalizando mais de 450 horas de música, de todos os gêneros e para todas as idades. 
Dz-LiVE HD	https://www.facebook.com/118215508324939	
Top Gear	https://www.facebook.com/282681245570	http://topgearuk-live.feedmagnet.com/web/
Fashion Week Live	https://www.facebook.com/292659084117638	Step into the world of FASHION. Design a model, pick out the most stylish clothes and build your career in the fashion industry. Check out different fashion brands, products and personalities. Create your own styles and share them online. Developed in association with IMG Fashion, the company behind Mercedes-Benz Fashion Week.
Run For Your Lives	https://www.facebook.com/149347058440333	http://www.runforyourlives.com  http://www.twitter.com/runfromundead http://www.youtube.com/user/ReedStreetProduction
8 Ball Multiplayer Pool	https://www.facebook.com/343669132319719	Shoot eight ball pool against live players. POT the 8 BALL LAST, after you’ve potted your other balls to win.
The Earth We Live In.	https://www.facebook.com/321589107924728	
WWE Monday Night Raw	https://www.facebook.com/114016181979317	The Superstars and Divas of WWE invade your living room every Monday night as part of the longest-running episodic television program on cable TV. WWE Monday Night Raw airs LIVE at 8/7 CT on USA Network.
Pool Live Tour (Français)	https://www.facebook.com/326973057359488	Bienvenue sur Pool Live Tour! Le jeu de billard auquel vous pouvez jouer sur Facebook avec vos amis ! Rejoignez des millions de joueurs qui jouent déjà sur ce jeu de billard ultra-populaire. Jouez avec vos amis et contre d'autres adversaires en ligne partout dans le monde. Collectionnez les Trophées qui récompensent vos meilleurs coups !
EA SPORTS NBA Live	https://www.facebook.com/231749955626	
Take This Lollipop	https://www.facebook.com/127018307401855	Take This Lollipop is an Interactive Live Action Facebook Connect experience.
Virgin Mobile Live	https://www.facebook.com/176824455678893	
I Love Liverpool	https://www.facebook.com/197165165536	
TE Live	https://www.facebook.com/118839998147135	
Digital Photography Live	https://www.facebook.com/501138966579958	We have planned to start a new album called "Photo of The Week". From now on, every week we will select the best photograph from our reader's posts here on this page & share with all. Please post & keep sharing your best photos here. Only Photographs with a EXIF info (Camera Brand, Model, Lens, Aperture, Shutter, ISO, Filter etc) will be considered. If possible please include a little bit description about the photograph & technique used (Optional). Feel free to include, at the end of the description, a link to your Photograph or page  or website of your choice.   Please note: We try to publish the very best articles or photos we can find, so please understand if we do not publish your article or photographs.   If you want to write or publish your own article on DPL please visit here: http://wp.me/P2Alsn-SJ
PlayUp Cricket	https://www.facebook.com/165310523509773	
Pool Live Tour (Türkçe)	https://www.facebook.com/326368870722693	 Pool Live Tour'a Hoşgeldiniz! Facebook arkadaşlarınızla Bilardo oynayabileceğiniz bir mekan! Binlerce kişinin oynadığı popüler multi-player bilardo oyununa katılın  . Arkadaşlarınızla ve diğer dünyanın herhangi bir yerinden katılan online oyuncularla oynayın. En güzel bilardo resimleriniz için kupaları toplayın!
I don't want to live on this planet anymore	https://www.facebook.com/242516962454585	I don't want to live on this planet anymore's Fan-page is a simple image-based bulletin board where anyone can post comments and share images. There are posts dedicated to a variety of topics, from Japanese animation and culture to video games, world news, and current events. IF YOU ARE easily offended or take things posted on the internet too seriously, this may not be the page for you. Fans are asked to reread their posts and check for proper grammar before participating in the community or they will be made to look foolish. Think of it like you're writing an English paper. Any comments, posts, or pictures can and may be screenshotted, and by posting these you are making them eligible to be screenshotted. Any form of arguments, first comments, and other forms of ridiculousness are not welcome and may be asked to leave. Feel free to click on a post that interests you and jump right in!   IF YOU HAVE BEEN BANNED AND YOU CANNOT FIGURE OUT WHY, it was for one of these reasons:  -Spamming  -Getting offended easily  -Advertising oneself on posted statuses and images  -You were just being a complete faggot   If you have a complaint  Please fill out this  Dear I don't want to  live on this planet anymore:  My name is _____(Name), and I am so very ______ (Angry Adjective) at your page because it posted this image/story in which I find _______(Loathsome Word). Do please stop being such a _______(Unoriginal Insult), and then perhaps you can stop being a ________ ______ ________ _______(Variety of matching nouns/insulting words.)   By sending me hate mail, you acknowledge that I own all rights to the entire contents of your message, any images sent with the message, your email address, your house, your car, your first born and your soul. Furthermore, you agree to make your email address publicly available on this or any other web site, and you accept my views and opinions as being right regardless of anything. Furthermore, you agree that it is okay for me or anyone else to slander and/or libel you on this or any other web site, in public, at your place of employment, or anywhere else in this or any other universe and/or dimension. Know that sending me hate mail is a request for character defamation, endless belittling and excessive mockery. You may not sue me for any reason, ever, and this disclaimer is subject to change without notice, and you are still subject to the rules regardless of any changes made. If you do not agree with these rules, then don't send me hate mail.  ===Thank you Cell for providing us with the majority of this====
Pool Live Tour (Português)	https://www.facebook.com/354684037908816	Bem-vindo ao Pool Live Tour! O famoso jogo online de bilhar, criado a pensar em ti e em todos os teus amigos do Facebook! Milhares de jogadores de várias partes do globo já jogam, agora esta na altura da comunidade portuguesa mostrar o que vale! Joga com os teus amigos ou outros adversários reais, e coleciona troféus e moedas, que te vão ajudar a construir a tua reputação como lenda do Pool Live Tour.
106 & Park: BET's Top 10 Live	https://www.facebook.com/108076369225987	106 & Park is an American hip hop and R&B music video show set up in a countdown format, that airs Monday through Friday at 6/5c on BET (7:00 PM on BET UK). Since its inception, it was the network's #1 rated show. As of August 2012, it is currently the only show on the BET network that shows music videos.LocationThe show was originally produced in Harlem, New York, and the title is derived from the original studio location at East 106th Street and Park Avenue. Viacom's acquisition of BET prompted a change in venue to the CBS Broadcast Center at 530 West 57th Street between 10th & 11th Avenue, in the Hell's Kitchen section of Manhattan.HostsFirst round of hosts: 2000–2005A. J. Calloway and Marie "Free" Wright were the original hosts of the show from September 11, 2000 until July 28, 2005, when Calloway (who was tearful on that episode.) announced that it would be his last show, as well as for Free (who spoke via phone), as the show was either presented by Calloway or Wright.Second round of hosts: 2005–2006On August 1, 2005 106 & Park presented by television personality and model Julissa Bermudez and Rap City: Tha Basement's Big Tigger until the end July 3, 2006 as temporary replacements for the show until they left. Around this time, Terrence J would be guest co-host the show with Julissa. And notable celebrities (Bow Wow and Mya) hosted the show as well.
Windows Phone India	https://www.facebook.com/145208788833977	Windows Phone is simply faster at the stuff people love to do on their phones. Only Windows Phone has Live Tiles that show you instant updates from the people you care about seamlessly from Facebook, Twitter and LinkedIn. Plus Xbox LIVE and Office Mobile are built in so you can take the best of Microsoft anywhere.  And only Windows Phone gives you a smarter way to app with Live Tiles that show you instant updates from your favorite apps right on your Start screen. With thousands of apps to choose from, it’s easy to find the apps you need. 
IMingle	https://www.facebook.com/175871705805510	Best place for parties, events & live mingling on Facebook, with your friends and many new people. See you inside!
Days of our Lives	https://www.facebook.com/26517549308	
Inspirational Quotes to Live and Learn	https://www.facebook.com/295143850506788	I am passionate about 'Inspirational Quotes to Live & Learn'.   These Quotes help us stay positive, inspire us and lift our spirits in very clear simple ways - and I DO LIKE SIMPLE!  Clear messages that we can use to 'Learn to Live' our lives as better people. To be the best we can be, to reach our highest potential and touch the lives of others. That is what this Page is all about.   Warmly Yvonne :) xx  Ps. If you would like to be a Fan and a personal friend - I love getting friend requests - then go to my Wall of http://www.facebook.com/yvonnethomas12 and hit the 'Add Friend' button. Thank you :)
--who are you to judge the life i live?...I know i'm not perfect and i don't live to be. But before you start pointing fingers, make sure your hands are clean!--	https://www.facebook.com/125106680843172	
Massari	https://www.facebook.com/10432671791	
Photographbook	https://www.facebook.com/124324771018408	
Blake Lively	https://www.facebook.com/449198405123854	
Love Is Never Easy and Distance Doesnt Make It Any Easier by Any Means but It Does Make You Realize What You Want What You Need and Most Importantly Realizing That One Person You Dont Mind Missing Because Its the One Person You Cant Live Without	https://www.facebook.com/376911835052	
Fuck That Shit	https://www.facebook.com/375653662475204	
HGTV	https://www.facebook.com/16801589212	We are pleased to have you join our lively community of HGTV fans and friends. Feel free to become part of our conversation, but remember to treat others with respect. We reserve the right to remove inappropriate or off topic material. Thanks!
RARA.	https://www.facebook.com/280116128755644	
Porsche 911	https://www.facebook.com/15905377388	For info or inquiries, please email at nine_eleven@live.be
MSN Arabia	https://www.facebook.com/170030776373391	MSN Arabia - Description: It is the first International bilingual Portal in the Middle East, catering to all Arabic and English speakers in the Arabia region. It offers a premium content and services that includes Windows Live Hotmail, Windows Live Messenger
The Nine Lives of Chloe King	https://www.facebook.com/185434978144499	In the one-hour scripted drama The Nine Lives of Chloe King, Chloe King is looking forward to celebrating her birthday with her friends and single mother, just like every other year…that is until she starts developing heightened abilities and discovers she’s being pursued by a mysterious figure. Chloe soon learns she’s part of an ancient race which has been hunted by human assassins for millennia —and that she may be their only hope for ultimate survival.   The Nine Lives of Chloe King will be executive produced by Dan Berendsen (Camp Rock 2: The Final Jam, Sabrina the Teenage Witch, Hannah Montana: The Movie) and John Ziffren (Melissa & Joey, Make It or Break It) with Alloy Entertainment’s Leslie Morgenstein (Pretty Little Liars, Gossip Girl, The Vampire Diaries) and Gina Girolamo. The drama is based on the book series The Nine Lives of Chloe King by Celia Thomson.   The series will star Skyler Samuels (The Gates) as Chloe King; Amy Pietz (The Office, Caroline in the City) as Meredith King; Grey Damon (True Blood, Friday Night Lights) as Brian; newcomer Grace Phipps as Amy; Benjamin Stone (10 Things I Hate About You) as Alek; Alyssa Diaz (Southland) as Jasmine; and Ki Hong Lee (The Secret Life of The American Teenager) as Paul.
NFL on ESPN	https://www.facebook.com/104445666320476	
Snorlax Faminto	https://www.facebook.com/531103830237845	
Braybreidi	https://www.facebook.com/123998974416830	
life is to short, so live it up, drink it down, party hard, smoke alot, break the rules, kiss slowly, love truly, laugh loudly, have fun, make memories, and never forget or regret anything that once made you smile :)	https://www.facebook.com/128561593832630	
Adnan Sami	https://www.facebook.com/451147415720	
dotfriends	https://www.facebook.com/320630427997665	The greatest place to hang out with your friends and meet new people!
TLC	https://www.facebook.com/32536990172	
Sainsbury's	https://www.facebook.com/90229869376	Enjoying life’s good things shouldn’t cost the earth. So we're introducing lots of new ideas to help your money go further. Try our tasty family meal plans, discover our quality, by Sainsbury's range and enjoy great deals on your favourite brands.   Why not share what living well for less means to you?  You can live well for less than you thought at Sainsbury’s.  Based on price perception data September 2012.  For more information go to sainsburys.co.uk/livewellforless  In the best spirit of Facebook any spam, abusive or offensive comments will be removed and repeat offenders blocked.
Lance Armstrong	https://www.facebook.com/64263459777	
100 Controle	https://www.facebook.com/293193690793579	
Desapegar-se	https://www.facebook.com/297411383634191	Afinal, se coisas boas se vão é para que coisas melhores possam vir. Esqueça o passado, desapego é o segredo! 
I <3 Basketball	https://www.facebook.com/239409293536	People don't play sports because its fun. Ask any athlete, most of them hate it, but they couldn't imagine their life with out it. Its part of them, the love/hate relationship. Its what they live for. They live for the practices, parties, cheers, long bus rides, invitationals, countless pairs of different types of shoes, water, Gatorade, & coaches you hate but appreciate. They live for the way it feels when they beat the other team, and knowing those two extra sprints they ran in practice were worth it. They live for the way they become a family with their team, they live for the countless songs they sing in their head while training all those hours. They live for the competition, they live for the friends, the practices, the memories, the pain, its who they are. It's who we are.
Ireland	https://www.facebook.com/105580162808279	Ireland is an island to the north-west of continental Europe. It is the third-largest island in Europe and the twentieth-largest island on Earth. To its east is the larger island of Great Britain, from which it is separated by the Irish Sea.Politically, Ireland is divided between the Republic of Ireland, which covers just under five-sixths of the island, and Northern Ireland, a part of the United Kingdom, which covers the remainder and is located in the north-east of the island. The population of Ireland is approximately 6.4 million. Just under 4.6 million live in the Republic of Ireland and just under 1.8 million live in Northern Ireland.Relatively low-lying mountains surrounding a central plain epitomise Ireland's geography with several navigable rivers extending inland. The island has lush vegetation, a product of its mild but changeable oceanic climate, which avoids extremes in temperature. Thick woodlands covered the island until the 17th century. Today, it is one of the most deforested areas in Europe. There are twenty-six extant mammal species native to Ireland.
Chris Brown	https://www.facebook.com/112254048789866	Chris Brown is the eponymous debut album by American R&B recording artist Chris Brown, released on November 29, 2005 in the United States on Jive Records. It was a commercial success, certified double Platinum by the Recording Industry Association of America (RIAA) for scanning two million in the United States, and sold one million copies worldwide. The album also earned Brown his first two Grammy nominations for Best New Artist and Best Contemporary R&B Album at the 49th Grammy Awards.ConceptionBackgroundChris Brown, born in small-town Tappahannock, Virginia, started as a rapper. He switched over to singing in his preteen years when his mother Joyce Hawkins noticed his talent and soon begun looking for local producers. At age 13 in 2002, Brown was discovered in his birth father's gas station by a production team who were looking for local talent. His father later got married to Olivia Angall. They have three children together. They were connected with Timmy Allen, a music producer for Jive Records who lived in the Harlem neighborhood in New York City, New York. Brown moved in, only returning to Virginia for holidays, school and basketball season. He bonded with Allen's son, T.J., an aspiring rapper who went under the name "T-Breezy", as Allen begun to shop both of their demo CDs around to music labels.
Nicki Minaj	https://www.facebook.com/112245142125072	Nicki Minaj ">Saint James, Trinidad und Tobago; eigentlich Onika Tanya Maraj) ist eine in den Vereinigten Staaten lebende Rapperin, R&B-Sängerin und Songwriterin. Sie steht seit 2009 bei Young Money Records, dem Label des US-amerikanischen Rappers Lil Wayne, unter Vertrag. Der Name Minaj ist an das französische ménage à trois angelehnt. Im Juni 2010 erreichte sie als erste Rapperin seit Lil’ Kims Magic Sticks aus dem Jahr 2002 mit ihrem Song Your Love die Spitze der US Billboard Hot Rap Tracks. Sie ist die erste Künstlerin überhaupt, die mit sieben Songs gleichzeitig in den US Billboard Hot 100 vertreten war.LebenslaufNicki Minaj wurde am 8. Dezember 1982 in Saint James, einer Vorstadt von Port of Spain, auf der Insel Trinidad geboren und lebte dort die ersten fünf Jahre bei ihrer Großmutter. Ab ihrem fünften Lebensjahr lebte sie in Queens, New York bei ihren Eltern. Ihr Vater war alkohol- und drogenabhängig und versuchte ihre Mutter durch Brandstiftung umzubringen. Im Jahr 2003 absolvierte sie an der LaGuardia High School in Manhattan ihr Schauspiel- und Musikstudium.
Mr Bean: Animated Series	https://www.facebook.com/106238156081016	Mr. Bean is a 2002 animated television series by Varga Studio based on the British live-action series of the same name. Characters from the original live action series included Mr. Bean, Irma Gobb, Teddy, and the mysterious driver of the Reliant Supervan, with the new addition of Mrs. Wicket, Bean's landlady, and her evil cat Scrapper.The series again featured little actual dialogue, with most being either little sound bites or mumbling. Rowan Atkinson provided the voice for Bean; additionally, all of the animated Bean actions are taken from Atkinson himself. Other characters' voices are provided by Jon Glover, Rupert Degas, Gary Martin, Sally Grace and Lorelei King.Despite the series' actual title being simply Mr. Bean, some broadcasters referred to this series as Mr. Bean: plus a subtitle for disambiguating with the original live-action series. Disney Channel Asia refers this series as "Mr. Bean - The Animated Series" and the original live-action series as "Mr. Bean - Live Action Series" in their schedule. The German version, aired on Super RTL, is titled "Mr. Bean - Die Cartoon-Serie".
The LaLiT Ashok Bangalore-Sutra The Lounge, Baluchi, 24X7 Coffee Shop, OKO	https://www.facebook.com/105286661736	
Cracker Barrel Old Country Store	https://www.facebook.com/175123745870734	
Shinjuku-ku, Tokyo, Japan	https://www.facebook.com/111924802167390	is one of the 23 special wards of Tokyo, Japan. It is a major commercial and administrative centre, housing the busiest train station in the world (Shinjuku Station) and the Tokyo Metropolitan Government Building, the administration centre for the government of Tokyo.As of 2008, the ward has an estimated population of 312,418 and a population density of 17,140 persons per km². The total area is 18.23 km².GeographySurrounding Shinjuku are six other wards: Chiyoda to the east; Bunkyo and Toshima to the north; Nakano to the west, and Shibuya and Minato to the south. In addition, Nerima is only a hundred meters away. The highest point in Shinjuku is in Toyama Park at 1200 m.
Melo's - Home of Certified Angus Beef and Wagyu!!!	https://www.facebook.com/51671466655	
HomeTown Buffet	https://www.facebook.com/126733517349818	
Coffee Camp, New South Wales, Australia	https://www.facebook.com/104898349548044	
The Coffee Project	https://www.facebook.com/102196111638	
Stop Abusing Coffee	https://www.facebook.com/225340330813911	Coffee the dog that is forced to sit outside of Citi Field before, during & after EVERY Mets home game needs to stop being abused.   WE ALSO HAVE CONCRETE PROOF THAT COFFEE IS FORCED TO WEAR A SHOCK COLLAR during her time at Citi Field & Yankees Stadium with no access to water and without the ability to rest on her own terms.
Organo Gold Coffee Home Business	https://www.facebook.com/361839877210803	Have you researched Organo Gold Coffee online and not sure what to think? Are you like the billions of coffee drinkers out there that realize there must be a better, healthier coffee and a Coffee That Pays You! Please enjoy our Organo Coffee Review and Organo Coffee Scam page to enlighten your search.
Mama's Coffee Shop	https://www.facebook.com/320788728331	
Tuen Mun, Hong Kong	https://www.facebook.com/107344429285203	
Thrive Home Furnishings	https://www.facebook.com/189880904391658	Thrive Home Furnishings offers inspiring American-made designs for sofas, chairs, coffee tables, and variety of other high quality and functional home decor items.  Follow us on our other social networks for information and more! https://twitter.com/#!/ThriveFurniture http://pinterest.com/thrivefurniture/ http://www.thrivefurniture.com/blog/
Mahesh Lunch Home Restaurant	https://www.facebook.com/206949926093539	Chain of Fine Dine Restaurant in Mumbai & Pune, serving authentic Mangalorean seafood since 1977!!
Rizal, Nueva Ecija	https://www.facebook.com/108383179185473	Rizal is a third class municipality in the province of Nueva Ecija, Philippines. According to the 2010 census, it had a population of 57,145 people.BarangaysRizal is politically subdivided into 26 barangays. Agbannawag Bicos Cabucbucan Calaocan District Canaan East Canaan West Casilagan Aglipay (Curva) Del Pilar Estrella General Luna Macapsing Maligaya Paco Roman Pag-asa Poblacion Central Poblacion East Poblacion Norte Poblacion Sur Poblacion West Sto Cristo San Esteban San Gregorio Santa Monica Villa Labrador Villa ParaisoHistoryHistorically, two groups were known to have settled in the area. The main group consisted entirely of the pioneer-settlers who were Ilocanos, while others, who arrived later, were of different tribes with different dialects. They merged and formed a new neighborhood, originally called Bunobon after the bunobon seedlings that thrived in the soil. It became a sitio of Cabucbucan under the jurisdiction of Bongabon municipality.In 1904, sitio Bunobon became a barrio called Nazareth. Because of the steady arrival of new settlers, a council of elders was formed. Selected as head was Apo Juliano Paraiso, one of the eldest within the group, who headed the request to the government to convert Nazareth into an independent town. Through the help of Governor Manuel Tinio and Assemblyman Isauro Gabaldon, the request of the elders was approved in 1908. On October, 1912, Apo Paraiso received a Kautusang Tagubilin stating barrio Nazareth would begin as a town on the first day of January, 1913, call the town Rizal with Apo Juliano Paraiso as first Head (Alcalde) of the town. During World War II, Japanese Imperial forces occupies and entering the town in Rizal on 1942. In 1945, combined U.S. and Philippine Commonwealth ground troops including the local various recognized guerrillas and Hukbalahap Communist guerrillas liberated the town and defeated Japanese Imperial forces and ended the Second World War. After the war, many families started business and agricultural and farm lands.
Drunken Walks Home	https://www.facebook.com/156845414047	
Baking Life	https://www.facebook.com/103174246397404	
Life with Cacao	https://www.facebook.com/237391687793	
Island Life Grill	https://www.facebook.com/145431115537489	Island life is a upscale casual-theme style restaurant serving high quality seafood and fine meats in a relaxed tropical island atmosphere. 
Smokey Bones Bar & Fire Grill - Tyngsboro, MA	https://www.facebook.com/211562582187768	Smokey Bones Bar & Fire Grill specializes in bold food, drinks & life in general. The games are on, the drinks are cold, the bartenders are hot, the food’s delicious and the good times are guaranteed.
